Object,Phase Delay,SN Subtype ID,SN Maintype ID,Spectral Phase,Modification Type,Redshift Applied,Spikes Added
sn1979C,42.8,14,3,42.8,Shift Spectrum,True,False
sn1979C,71.6,14,3,71.6,Add Spikes,False,True
sn1980K,44.0,14,3,44.0,None,False,False
sn1980K,41.0,14,3,41.0,Add Spikes and Shift,True,True
sn1980K,217.0,14,3,217.0,None,False,False
sn1980K,11.0,14,3,11.0,Add Spikes and Shift,True,True
sn1980K,9.0,14,3,9.0,Add Spikes and Shift,True,True
sn1980K,44.0,14,3,44.0,None,False,False
sn1980K,44.0,14,3,44.0,Add Spikes,False,True
sn1979C,12.9,14,3,12.9,Shift Spectrum,True,False
sn1979C,10.9,14,3,10.9,Add Spikes and Shift,True,True
sn1979C,10.9,14,3,10.9,None,False,False
sn1980K,217.0,14,3,217.0,Add Spikes,False,True
sn1979C,10.9,14,3,10.9,Add Spikes and Shift,True,True
sn1980K,66.0,14,3,66.0,Add Spikes,False,True
sn1979C,12.9,14,3,12.9,Add Spikes and Shift,True,True
sn1979C,10.9,14,3,10.9,Add Spikes and Shift,True,True
sn1979C,12.9,14,3,12.9,Add Spikes,False,True
sn1979C,9.9,14,3,9.9,None,False,False
sn1980K,11.0,14,3,11.0,Add Spikes,False,True
sn1980K,66.0,14,3,66.0,Add Spikes,False,True
sn1980K,7.0,14,3,7.0,Add Spikes and Shift,True,True
sn1980K,7.0,14,3,7.0,Add Spikes,False,True
sn1979C,71.6,14,3,71.6,Add Spikes,False,True
sn1980K,41.0,14,3,41.0,Add Spikes and Shift,True,True
sn1980K,217.0,14,3,217.0,Add Spikes and Shift,True,True
sn1979C,71.6,14,3,71.6,Add Spikes and Shift,True,True
sn1980K,11.0,14,3,11.0,Add Spikes and Shift,True,True
sn1979C,10.9,14,3,10.9,Add Spikes and Shift,True,True
sn1980K,217.0,14,3,217.0,Add Spikes and Shift,True,True
sn1979C,10.9,14,3,10.9,Shift Spectrum,True,False
sn1979C,9.9,14,3,9.9,Shift Spectrum,True,False
sn1979C,71.6,14,3,71.6,Shift Spectrum,True,False
sn1979C,9.9,14,3,9.9,None,False,False
sn1980K,11.0,14,3,11.0,Add Spikes,False,True
sn1980K,41.0,14,3,41.0,Add Spikes and Shift,True,True
sn1980K,11.0,14,3,11.0,Add Spikes,False,True
sn1980K,11.0,14,3,11.0,Add Spikes and Shift,True,True
sn1980K,7.0,14,3,7.0,Shift Spectrum,True,False
sn1980K,12.0,14,3,12.0,None,False,False
sn1980K,44.0,14,3,44.0,None,False,False
sn1980K,66.0,14,3,66.0,None,False,False
sn1980K,12.0,14,3,12.0,None,False,False
sn1980K,9.0,14,3,9.0,None,False,False
sn1979C,12.9,14,3,12.9,Add Spikes,False,True
